132,가슴사이즈,;-2=절벽 -1 = 작은 가슴 0=미유 1=거유 2=폭유 3=초유
    ,;-2=절벽,;【빈유】의 상위 (하위?) 특성
    ,;-1=빈유,;ABL:B 감각을 올리기 쉽다.가슴 관련 조련에 페널티
    ,;0
    ,;1=거유,;ABL:B감각을 올리기 어렵다.가슴 관련 조련에 보너스
    ,;2=폭유,;【거유】의 상위 특성
    ,;3=초유,;【폭유】의 상위 특성
133,V감도,;-1=둔감 1=민감,;PALAM의 V감도
134,A감도,;-1=둔감 1=민감,;PALAM의 A감도
135,B감도,;-1=둔감 1=민감,;PALAM의 B감도
136,M감도,;-1=둔감 1=민감,;PALAM의 M감도
137,C감도,;-1=둔감 1=민감,;PALAM의 C감도
138,백보지,;
;139,비만,;조련시에 쾌락계의 PALAM가 오르기 어려워진다. 억울이 느리게 증가한다.
140,근육량,; 체형 반영
	,;-1=허약,;공격,방어 -5, 마력+5
	,; 1=근육질,;공격,방어 +5, 마력-5
;-------
142,살집,; 체형에 반영됨. 높을수록 BWH와 몸무게 증가.

;특수,,
151,회복속도,;-1=회복 느림, 1=회복 빠름
    ,;-1=회복느림,;체력 회복량이 적다
    ,;1=회복빠름,;체력 회복량이 많다
152,수면습관,;-1=불면증, 1=숙면
    ;-1=불면증,;잠에서 잘 깬다. 수면약 효과 증가.
    ;1=숙면,;잠에서 잘 깨지 않는다. 수면약 효과 증가.

153,고무,;조수때에 커맨드를 실행하기 쉽다. 조수때에 조교 종료후의 자위 회수 증가
154,인기인,;
155,역습,;통수 조심
156,치료,;조수때에 체력 회복량 상승


171,즉각함락,;커맨드를 실행하기 쉽다. 조교시에 ABL가 오르는 것이 있다
172,약독면역,;강한NPC의 상징. 미약,이뇨제,최면약 등의 약을 사용하는 커맨드 실행 불가.
173,모유체질,;분유가능
174,자위안함,;자위 커맨드 거부
175,봉사안함,;봉사 커맨드 거부
176,멘탈약함,; 유아퇴행하기 쉬움

;,,
196,마더콘,;【모성】이나【유부녀】을 가지고 있는 캐릭터에서 조련 효과가 높다
197,파더콘,;【부성】을 가지고 있는 캐릭터에서 조련 효과가 높다
198,로리콘,;[미숙]이나 [작은체형]을 가지고 있는 '여자' 캐릭터의 조교효과가 높다
199,쇼타콘,; [미숙]이나 [작은체형]을 가지고 있는 '남자' 캐릭터의 조교효과가 높다

;조교 개발 TALENT,,
201,미숙,;손가락을 제외한 V 사용 명령어 곤란.사정 안 해. 임신 안 해.가격은 낮지만 비디오는 팔고 가격이 비싸다.
202,유아퇴행,;
203,이상한뿌리,;여자가 Item:고추맛 사탕을 먹으면 후타화 된다.
204,오줌싸개,;방뇨 커맨드가 항상 사용할 수 있게 된다. 절정시에 방뇨.

218,임신,;아이를 몸 가지고 있다
219,육아중,;아이를 기르고 있는 한중간
220,약점,;커맨드를 실행하기 쉽다


;,,
221,애같음,;조교자때에 상대를 모유체질로 한다. 가슴 관련의 조교의 효과가 높다.
222,유치,;조교자때에 가슴 관련의 조교의 효과가 높아진다
223,절륜,;사정이 빨리 되는,하루의 최대 사정 가능수가 증가한다
224,모성,;아이를 낳은 어머니 사랑. 일부 노역의 보수가 오른다
225,부성,;아이를 가진 아버지의 사랑. 주인공 전용 능력
226,유부녀,;결혼한 증거. 욕망이 오르기 쉽다.

;대사관련,;
236,자애로움,;
237,자신만만,;
238,나약함,;
239,고귀함,;
240,냉철함,;
241,친근함,;

;,,
251,음핵,;Ｃ感度アップ。Ｃ絶頂の体力と気力の減少を低減。
252,음유,;Ｂ感度アップ。Ｂ絶頂の体力と気力の減少を低減。
253,음호,;Ｖ感度アップ。Ｖ絶頂の体力と気力の減少を低減。
254,음항,;Ａ感度アップ。Ａ絶頂の体力と気力の減少を低減。

;영업관련,,
261,창부,;영업에 대해서 적극적으로 되어 있는 상태입니다.
262,경국지색,;영업 전반에 보너스가 붙습니다
263,요설스러움,;영업 결과에 긍정적인 영향
264,방중술,;조교자일 때 V계 커맨드 효과 업.

;종족 특성,,
271,동물귀,;
272,동물꼬리,;
273,뿔,;펠라계 커맨드 효과 업.
274,발정기,;특정 시간마다 발정합니다.

;여유공간--------
;350~699
;---------------

;700 비워놓기용, 채우면 오류남

;직업,,
701,전사,;무력 높음. 회피,마력 낮음.
702,마법사,;마력 높음. 무력,회피 낮음.
703,사제,;정신력 높음. 무력,회피 낮음.
704,도적,;무력 보통. 회피 높음.
705,무녀,;정신력, 마력 보통. 무력, 회피 낮음.
706,궁수,;무력 보통. 회피 높음.

721,닌자,;[도적] 상위 직업
722,기사,;[전사] 상위 직업. 무력 높음. 마력 보통. 회피 보통.
723,무사,;[전사] 상위 직업. 무력 높음. 마력 낮음. 회피 높음.
724,비숍,;[사제] 상위 직업.
725,팔라딘,;[사제] 상위 직업.
726,마도사,;[마법사] 상위 직업.
727,음양사,;[무녀] 상위 직업.
728,스나이퍼,;[궁수] 상위 직업.

751,용사후보,;
752,용사,;
753,성녀,;
754,용사일행,;
755,전-용사일행,;

;일반 직업,,
771,직원,;
772,보부상,;
773,상인,;
774,시민,;
775,경비대원,;
776,군인,;
777,시공무원,;
778,약초꾼,;
779,사냥꾼,;
780,어부,;
781,대장장이,;
782,연금술사,;
783,훈련교관,;


;계급,,
801,신분
;(BIT 0=노예 1=평민 2=귀족 3=왕족 4=황족)

;경력,,
806,용병등급
;(BIT 1=초보자 2=F급 용병 3=E급 용병 4=D급 용병 5=C급 용병 6=B급 용병 7=A급 용병 8=S급 용병)


;최면영향,,
;851,상식변경【전투】,;전투의 상식을 바꿉니다
;852,상식변경【일상】,;일상 행해지는 상식을 바꿉니다
;853,불안증,;최면에 잘 걸립니다.


;지식-MASTER
900,기초연금술,;
901,연금지식Ⅰ,;
902,연금지식Ⅱ,;
903,연금지식Ⅲ,; 

911,액상물약,;
912,기화물약,;

921,대량제작Ⅰ,;
922,대량제작Ⅱ,;
923,대량제작Ⅲ,;

931,금지된 지식Ⅰ,;촉수 제작 1회 가능
932,금지된 지식Ⅱ,;특정 기억을 제거할 수 있음. 반발각인 제거가능.
933,금지된 지식Ⅲ,;자신을 도와줄 호문클로스 제작 1회 가능.

;성감스킬-MASTER
981,M둔감무시,;
982,C둔감무시,;
983,B둔감무시,;
984,V둔감무시,;
985,A둔감무시,;



